Arbitrage Opportunity: Chain = [('ETHTRY', 'sell'), ('ARBTRY', 'buy'), ('ARBETH', 'sell')], Profit Ratio = 1.0037
Arbitrage Opportunity: Chain = [('BTCTRY', 'buy'), ('MOVEBTC', 'buy'), ('MOVETRY', 'sell')], Profit Ratio = 1.0031
Arbitrage Opportunity: Chain = [('BTCTRY', 'buy'), ('VANRYBTC', 'buy'), ('VANRYTRY', 'sell')], Profit Ratio = 1.0051
Arbitrage Opportunity: Chain = [('BTCTRY', 'buy'), ('ONEBTC', 'buy'), ('ONETRY', 'sell')], Profit Ratio = 1.0473
Arbitrage Opportunity: Chain = [('BTCTRY', 'buy'), ('SNXBTC', 'buy'), ('SNXTRY', 'sell')], Profit Ratio = 1.0020
Arbitrage Opportunity: Chain = [('BTCTRY', 'buy'), ('VETBTC', 'buy'), ('VETTRY', 'sell')], Profit Ratio = 1.0224
Arbitrage Opportunity: Chain = [('BTCTRY', 'buy'), ('GRTBTC', 'buy'), ('GRTTRY', 'sell')], Profit Ratio = 1.0036
Arbitrage Opportunity: Chain = [('BTCTRY', 'buy'), ('THEBTC', 'buy'), ('THETRY', 'sell')], Profit Ratio = 1.0074
Arbitrage Opportunity: Chain = [('BTCTRY', 'buy'), ('AEVOBTC', 'buy'), ('AEVOTRY', 'sell')], Profit Ratio = 1.0023
Arbitrage Opportunity: Chain = [('BTCTRY', 'buy'), ('NFPBTC', 'buy'), ('NFPTRY', 'sell')], Profit Ratio = 1.0026
Arbitrage Opportunity: Chain = [('BTCTRY', 'buy'), ('TRBBTC', 'buy'), ('TRBTRY', 'sell')], Profit Ratio = 1.0051
Arbitrage Opportunity: Chain = [('BTCTRY', 'buy'), ('TRUBTC', 'buy'), ('TRUTRY', 'sell')], Profit Ratio = 1.0177
Arbitrage Opportunity: Chain = [('BTCTRY', 'buy'), ('AIBTC', 'buy'), ('AITRY', 'sell')], Profit Ratio = 1.0102
Arbitrage Opportunity: Chain = [('BTCTRY', 'buy'), ('PNUTBTC', 'buy'), ('PNUTTRY', 'sell')], Profit Ratio = 1.0027
Arbitrage Opportunity: Chain = [('BTCTRY', 'buy'), ('ENABTC', 'buy'), ('ENATRY', 'sell')], Profit Ratio = 1.0073
Arbitrage Opportunity: Chain = [('BTCTRY', 'buy'), ('ZILBTC', 'buy'), ('ZILTRY', 'sell')], Profit Ratio = 1.0154
Arbitrage Opportunity: Chain = [('BTCTRY', 'buy'), ('ZKBTC', 'buy'), ('ZKTRY', 'sell')], Profit Ratio = 1.0031
Arbitrage Opportunity: Chain = [('BTCTRY', 'buy'), ('USUALBTC', 'buy'), ('USUALTRY', 'sell')], Profit Ratio = 1.0064
Arbitrage Opportunity: Chain = [('ETCTRY', 'buy'), ('ETCBTC', 'sell'), ('BTCTRY', 'sell')], Profit Ratio = 1.0041
Arbitrage Opportunity: Chain = [('ETCTRY', 'buy'), ('ETCUSDT', 'sell'), ('USDTTRY', 'sell')], Profit Ratio = 1.0046
Arbitrage Opportunity: Chain = [('ETCTRY', 'buy'), ('ETCETH', 'sell'), ('ETHTRY', 'sell')], Profit Ratio = 1.0039
Arbitrage Opportunity: Chain = [('ETCTRY', 'buy'), ('ETCFDUSD', 'sell'), ('FDUSDTRY', 'sell')], Profit Ratio = 1.0046
Arbitrage Opportunity: Chain = [('MAVTRY', 'buy'), ('MAVUSDT', 'sell'), ('USDTTRY', 'sell')], Profit Ratio = 1.0035
Arbitrage Opportunity: Chain = [('MOVRTRY', 'buy'), ('MOVRUSDT', 'sell'), ('USDTTRY', 'sell')], Profit Ratio = 1.0020
Arbitrage Opportunity: Chain = [('TRBTRY', 'buy'), ('TRBUSDT', 'sell'), ('USDTTRY', 'sell')], Profit Ratio = 1.0042
Arbitrage Opportunity: Chain = [('TRBTRY', 'buy'), ('TRBUSDC', 'sell'), ('USDCTRY', 'sell')], Profit Ratio = 1.0025
Arbitrage Opportunity: Chain = [('HIGHTRY', 'buy'), ('HIGHUSDT', 'sell'), ('USDTTRY', 'sell')], Profit Ratio = 1.0025
Arbitrage Opportunity: Chain = [('BOMETRY', 'buy'), ('BOMEUSDT', 'sell'), ('USDTTRY', 'sell')], Profit Ratio = 1.0022
Arbitrage Opportunity: Chain = [('CKBTRY', 'buy'), ('CKBUSDC', 'sell'), ('USDCTRY', 'sell')], Profit Ratio = 1.0036
Arbitrage Opportunity: Chain = [('CKBTRY', 'buy'), ('CKBUSDT', 'sell'), ('USDTTRY', 'sell')], Profit Ratio = 1.0036
Arbitrage Opportunity: Chain = [('RVNTRY', 'buy'), ('RVNUSDT', 'sell'), ('USDTTRY', 'sell')], Profit Ratio = 1.0021
Arbitrage Opportunity: Chain = [('LPTTRY', 'buy'), ('LPTBTC', 'sell'), ('BTCTRY', 'sell')], Profit Ratio = 1.0105
Arbitrage Opportunity: Chain = [('LPTTRY', 'buy'), ('LPTUSDT', 'sell'), ('USDTTRY', 'sell')], Profit Ratio = 1.0145
Arbitrage Opportunity: Chain = [('SKLTRY', 'buy'), ('SKLBTC', 'sell'), ('BTCTRY', 'sell')], Profit Ratio = 1.0120
Arbitrage Opportunity: Chain = [('PENGUTRY', 'buy'), ('PENGUFDUSD', 'sell'), ('FDUSDTRY', 'sell')], Profit Ratio = 1.0089
Arbitrage Opportunity: Chain = [('SEITRY', 'buy'), ('SEIUSDC', 'sell'), ('USDCTRY', 'sell')], Profit Ratio = 1.0027
Arbitrage Opportunity: Chain = [('SEITRY', 'buy'), ('SEIUSDT', 'sell'), ('USDTTRY', 'sell')], Profit Ratio = 1.0032
Arbitrage Opportunity: Chain = [('SEITRY', 'buy'), ('SEIFDUSD', 'sell'), ('FDUSDTRY', 'sell')], Profit Ratio = 1.0031
Arbitrage Opportunity: Chain = [('PORTALTRY', 'buy'), ('PORTALBNB', 'sell'), ('BNBTRY', 'sell')], Profit Ratio = 1.0032
Arbitrage Opportunity: Chain = [('ARPATRY', 'buy'), ('ARPABTC', 'sell'), ('BTCTRY', 'sell')], Profit Ratio = 1.0278
Arbitrage Opportunity: Chain = [('VANATRY', 'buy'), ('VANAFDUSD', 'sell'), ('FDUSDTRY', 'sell')], Profit Ratio = 1.0063
Arbitrage Opportunity: Chain = [('CHZTRY', 'buy'), ('CHZBTC', 'sell'), ('BTCTRY', 'sell')], Profit Ratio = 1.0066
Arbitrage Opportunity: Chain = [('BELTRY', 'buy'), ('BELBTC', 'sell'), ('BTCTRY', 'sell')], Profit Ratio = 1.0022
Arbitrage Opportunity: Chain = [('QTUMTRY', 'buy'), ('QTUMBTC', 'sell'), ('BTCTRY', 'sell')], Profit Ratio = 1.0028
Arbitrage Opportunity: Chain = [('QTUMTRY', 'buy'), ('QTUMUSDT', 'sell'), ('USDTTRY', 'sell')], Profit Ratio = 1.0036
Arbitrage Opportunity: Chain = [('QTUMTRY', 'buy'), ('QTUMETH', 'sell'), ('ETHTRY', 'sell')], Profit Ratio = 1.0057
Arbitrage Opportunity: Chain = [('YGGTRY', 'buy'), ('YGGBTC', 'sell'), ('BTCTRY', 'sell')], Profit Ratio = 1.0054
Arbitrage Opportunity: Chain = [('YGGTRY', 'buy'), ('YGGUSDC', 'sell'), ('USDCTRY', 'sell')], Profit Ratio = 1.0078
Arbitrage Opportunity: Chain = [('YGGTRY', 'buy'), ('YGGUSDT', 'sell'), ('USDTTRY', 'sell')], Profit Ratio = 1.0078
Arbitrage Opportunity: Chain = [('PEOPLETRY', 'buy'), ('PEOPLEBTC', 'sell'), ('BTCTRY', 'sell')], Profit Ratio = 1.0461
Arbitrage Opportunity: Chain = [('PEOPLETRY', 'buy'), ('PEOPLEUSDT', 'sell'), ('USDTTRY', 'sell')], Profit Ratio = 1.0032
Arbitrage Opportunity: Chain = [('PEOPLETRY', 'buy'), ('PEOPLEUSDC', 'sell'), ('USDCTRY', 'sell')], Profit Ratio = 1.0032
Arbitrage Opportunity: Chain = [('1000CATTRY', 'buy'), ('1000CATUSDC', 'sell'), ('USDCTRY', 'sell')], Profit Ratio = 1.0027
Arbitrage Opportunity: Chain = [('1000CATTRY', 'buy'), ('1000CATUSDT', 'sell'), ('USDTTRY', 'sell')], Profit Ratio = 1.0027
Arbitrage Opportunity: Chain = [('GASTRY', 'buy'), ('GASBTC', 'sell'), ('BTCTRY', 'sell')], Profit Ratio = 1.0031
Arbitrage Opportunity: Chain = [('GASTRY', 'buy'), ('GASUSDT', 'sell'), ('USDTTRY', 'sell')], Profit Ratio = 1.0042
Arbitrage Opportunity: Chain = [('NTRNTRY', 'buy'), ('NTRNUSDT', 'sell'), ('USDTTRY', 'sell')], Profit Ratio = 1.0036
Arbitrage Opportunity: Chain = [('RENDERTRY', 'buy'), ('RENDERBTC', 'sell'), ('BTCTRY', 'sell')], Profit Ratio = 1.0065
Arbitrage Opportunity: Chain = [('RENDERTRY', 'buy'), ('RENDERUSDC', 'sell'), ('USDCTRY', 'sell')], Profit Ratio = 1.0059
Arbitrage Opportunity: Chain = [('RENDERTRY', 'buy'), ('RENDERUSDT', 'sell'), ('USDTTRY', 'sell')], Profit Ratio = 1.0059
Arbitrage Opportunity: Chain = [('RENDERTRY', 'buy'), ('RENDERFDUSD', 'sell'), ('FDUSDTRY', 'sell')], Profit Ratio = 1.0051
Arbitrage Opportunity: Chain = [('EGLDTRY', 'buy'), ('EGLDUSDT', 'sell'), ('USDTTRY', 'sell')], Profit Ratio = 1.0034
Arbitrage Opportunity: Chain = [('EGLDTRY', 'buy'), ('EGLDUSDC', 'sell'), ('USDCTRY', 'sell')], Profit Ratio = 1.0028
Arbitrage Opportunity: Chain = [('EGLDTRY', 'buy'), ('EGLDETH', 'sell'), ('ETHTRY', 'sell')], Profit Ratio = 1.0037
Arbitrage Opportunity: Chain = [('IOTATRY', 'buy'), ('IOTABTC', 'sell'), ('BTCTRY', 'sell')], Profit Ratio = 1.0087
Arbitrage Opportunity: Chain = [('IOTATRY', 'buy'), ('IOTAUSDT', 'sell'), ('USDTTRY', 'sell')], Profit Ratio = 1.0100
Arbitrage Opportunity: Chain = [('IOTATRY', 'buy'), ('IOTAUSDC', 'sell'), ('USDCTRY', 'sell')], Profit Ratio = 1.0077
Arbitrage Opportunity: Chain = [('IOTATRY', 'buy'), ('IOTAETH', 'sell'), ('ETHTRY', 'sell')], Profit Ratio = 1.0082
Arbitrage Opportunity: Chain = [('ETHTRY', 'buy'), ('GRTETH', 'buy'), ('GRTTRY', 'sell')], Profit Ratio = 1.0033
Arbitrage Opportunity: Chain = [('ETHTRY', 'buy'), ('HOTETH', 'buy'), ('HOTTRY', 'sell')], Profit Ratio = 1.0118
Arbitrage Opportunity: Chain = [('ETHTRY', 'buy'), ('DENTETH', 'buy'), ('DENTTRY', 'sell')], Profit Ratio = 1.0088
Arbitrage Opportunity: Chain = [('ETHTRY', 'buy'), ('SLPETH', 'buy'), ('SLPTRY', 'sell')], Profit Ratio = 1.0116
Arbitrage Opportunity: Chain = [('ETHTRY', 'buy'), ('CYBERETH', 'buy'), ('CYBERTRY', 'sell')], Profit Ratio = 1.0022
Arbitrage Opportunity: Chain = [('ETHTRY', 'buy'), ('ZILETH', 'buy'), ('ZILTRY', 'sell')], Profit Ratio = 1.0040
Arbitrage Opportunity: Chain = [('ETHTRY', 'buy'), ('GALAETH', 'buy'), ('GALATRY', 'sell')], Profit Ratio = 1.0026
Arbitrage Opportunity: Chain = [('EDUTRY', 'buy'), ('EDUUSDT', 'sell'), ('USDTTRY', 'sell')], Profit Ratio = 1.0022
Arbitrage Opportunity: Chain = [('XAITRY', 'buy'), ('XAIUSDT', 'sell'), ('USDTTRY', 'sell')], Profit Ratio = 1.0042
Arbitrage Opportunity: Chain = [('POLYXTRY', 'buy'), ('POLYXUSDT', 'sell'), ('USDTTRY', 'sell')], Profit Ratio = 1.0054
Arbitrage Opportunity: Chain = [('COWTRY', 'buy'), ('COWUSDT', 'sell'), ('USDTTRY', 'sell')], Profit Ratio = 1.0021
Arbitrage Opportunity: Chain = [('STXTRY', 'buy'), ('STXUSDT', 'sell'), ('USDTTRY', 'sell')], Profit Ratio = 1.0035
Arbitrage Opportunity: Chain = [('STRKTRY', 'buy'), ('STRKBTC', 'sell'), ('BTCTRY', 'sell')], Profit Ratio = 1.0054
Arbitrage Opportunity: Chain = [('STRKTRY', 'buy'), ('STRKUSDT', 'sell'), ('USDTTRY', 'sell')], Profit Ratio = 1.0070
Arbitrage Opportunity: Chain = [('STRKTRY', 'buy'), ('STRKFDUSD', 'sell'), ('FDUSDTRY', 'sell')], Profit Ratio = 1.0037
Arbitrage Opportunity: Chain = [('STRAXTRY', 'buy'), ('STRAXBTC', 'sell'), ('BTCTRY', 'sell')], Profit Ratio = 1.0115
Arbitrage Opportunity: Chain = [('PHBTRY', 'buy'), ('PHBBTC', 'sell'), ('BTCTRY', 'sell')], Profit Ratio = 1.0087
Arbitrage Opportunity: Chain = [('PHBTRY', 'buy'), ('PHBUSDT', 'sell'), ('USDTTRY', 'sell')], Profit Ratio = 1.0075
Arbitrage Opportunity: Chain = [('LAYERTRY', 'buy'), ('LAYERBNB', 'sell'), ('BNBTRY', 'sell')], Profit Ratio = 1.0028
Arbitrage Opportunity: Chain = [('LAYERTRY', 'buy'), ('LAYERFDUSD', 'sell'), ('FDUSDTRY', 'sell')], Profit Ratio = 1.0065
Arbitrage Opportunity: Chain = [('CFXTRY', 'buy'), ('CFXBTC', 'sell'), ('BTCTRY', 'sell')], Profit Ratio = 1.0054
Arbitrage Opportunity: Chain = [('BCHTRY', 'buy'), ('BCHBTC', 'sell'), ('BTCTRY', 'sell')], Profit Ratio = 1.0029
Arbitrage Opportunity: Chain = [('BCHTRY', 'buy'), ('BCHUSDC', 'sell'), ('USDCTRY', 'sell')], Profit Ratio = 1.0049
Arbitrage Opportunity: Chain = [('BCHTRY', 'buy'), ('BCHUSDT', 'sell'), ('USDTTRY', 'sell')], Profit Ratio = 1.0056
Arbitrage Opportunity: Chain = [('BCHTRY', 'buy'), ('BCHFDUSD', 'sell'), ('FDUSDTRY', 'sell')], Profit Ratio = 1.0044
Arbitrage Opportunity: Chain = [('VANRYTRY', 'buy'), ('VANRYUSDT', 'sell'), ('USDTTRY', 'sell')], Profit Ratio = 1.0032
Arbitrage Opportunity: Chain = [('HIVETRY', 'buy'), ('HIVEUSDC', 'sell'), ('USDCTRY', 'sell')], Profit Ratio = 1.0023
Arbitrage Opportunity: Chain = [('ONETRY', 'buy'), ('ONEUSDT', 'sell'), ('USDTTRY', 'sell')], Profit Ratio = 1.0023
Arbitrage Opportunity: Chain = [('KAITOTRY', 'buy'), ('KAITOUSDC', 'sell'), ('USDCTRY', 'sell')], Profit Ratio = 1.0028
Arbitrage Opportunity: Chain = [('KAITOTRY', 'buy'), ('KAITOUSDT', 'sell'), ('USDTTRY', 'sell')], Profit Ratio = 1.0023
Arbitrage Opportunity: Chain = [('KAITOTRY', 'buy'), ('KAITOFDUSD', 'sell'), ('FDUSDTRY', 'sell')], Profit Ratio = 1.0023
Arbitrage Opportunity: Chain = [('SXPTRY', 'buy'), ('SXPBTC', 'sell'), ('BTCTRY', 'sell')], Profit Ratio = 1.0031
Arbitrage Opportunity: Chain = [('GALATRY', 'buy'), ('GALABNB', 'sell'), ('BNBTRY', 'sell')], Profit Ratio = 1.1202
Arbitrage Opportunity: Chain = [('RARETRY', 'buy'), ('RAREBTC', 'sell'), ('BTCTRY', 'sell')], Profit Ratio = 1.0082
Arbitrage Opportunity: Chain = [('CELOTRY', 'buy'), ('CELOBTC', 'sell'), ('BTCTRY', 'sell')], Profit Ratio = 1.0040
Arbitrage Opportunity: Chain = [('CELOTRY', 'buy'), ('CELOUSDT', 'sell'), ('USDTTRY', 'sell')], Profit Ratio = 1.0087
Arbitrage Opportunity: Chain = [('AIXBTTRY', 'buy'), ('AIXBTUSDT', 'sell'), ('USDTTRY', 'sell')], Profit Ratio = 1.0022
Arbitrage Opportunity: Chain = [('ALICETRY', 'buy'), ('ALICEBTC', 'sell'), ('BTCTRY', 'sell')], Profit Ratio = 1.2673
Arbitrage Opportunity: Chain = [('ALICETRY', 'buy'), ('ALICEUSDT', 'sell'), ('USDTTRY', 'sell')], Profit Ratio = 1.0058
Arbitrage Opportunity: Chain = [('CATITRY', 'buy'), ('CATIUSDC', 'sell'), ('USDCTRY', 'sell')], Profit Ratio = 1.0033
Arbitrage Opportunity: Chain = [('TWTTRY', 'buy'), ('TWTUSDT', 'sell'), ('USDTTRY', 'sell')], Profit Ratio = 1.0059
Arbitrage Opportunity: Chain = [('USDCTRY', 'buy'), ('SHELLUSDC', 'buy'), ('SHELLTRY', 'sell')], Profit Ratio = 1.0050
Arbitrage Opportunity: Chain = [('USDCTRY', 'buy'), ('ZROUSDC', 'buy'), ('ZROTRY', 'sell')], Profit Ratio = 1.0021
Arbitrage Opportunity: Chain = [('USDCTRY', 'buy'), ('THEUSDC', 'buy'), ('THETRY', 'sell')], Profit Ratio = 1.0109
Arbitrage Opportunity: Chain = [('USDCTRY', 'buy'), ('JUVUSDC', 'buy'), ('JUVTRY', 'sell')], Profit Ratio = 1.0065
Arbitrage Opportunity: Chain = [('USDCTRY', 'buy'), ('ACXUSDC', 'buy'), ('ACXTRY', 'sell')], Profit Ratio = 1.0041
Arbitrage Opportunity: Chain = [('USDCTRY', 'buy'), ('TLMUSDC', 'buy'), ('TLMTRY', 'sell')], Profit Ratio = 1.0081
Arbitrage Opportunity: Chain = [('USDCTRY', 'buy'), ('MEMEUSDC', 'buy'), ('MEMETRY', 'sell')], Profit Ratio = 1.0022
Arbitrage Opportunity: Chain = [('USDCTRY', 'buy'), ('NOTUSDC', 'buy'), ('NOTTRY', 'sell')], Profit Ratio = 1.0025
Arbitrage Opportunity: Chain = [('USDCTRY', 'buy'), ('BIOUSDC', 'buy'), ('BIOTRY', 'sell')], Profit Ratio = 1.0029
Arbitrage Opportunity: Chain = [('USDCTRY', 'buy'), ('ACTUSDC', 'buy'), ('ACTTRY', 'sell')], Profit Ratio = 1.0036
Arbitrage Opportunity: Chain = [('USDCTRY', 'buy'), ('VANAUSDC', 'buy'), ('VANATRY', 'sell')], Profit Ratio = 1.0032
Arbitrage Opportunity: Chain = [('USDCTRY', 'buy'), ('CHZUSDC', 'buy'), ('CHZTRY', 'sell')], Profit Ratio = 1.0041
Arbitrage Opportunity: Chain = [('USDCTRY', 'buy'), ('CAKEUSDC', 'buy'), ('CAKETRY', 'sell')], Profit Ratio = 1.0032
Arbitrage Opportunity: Chain = [('USDCTRY', 'buy'), ('LINKUSDC', 'buy'), ('LINKTRY', 'sell')], Profit Ratio = 1.0020
Arbitrage Opportunity: Chain = [('USDCTRY', 'buy'), ('COWUSDC', 'buy'), ('COWTRY', 'sell')], Profit Ratio = 1.0055
Arbitrage Opportunity: Chain = [('USDCTRY', 'buy'), ('NILUSDC', 'buy'), ('NILTRY', 'sell')], Profit Ratio = 1.0028
Arbitrage Opportunity: Chain = [('USDCTRY', 'buy'), ('TROYUSDC', 'buy'), ('TROYTRY', 'sell')], Profit Ratio = 1.0113
Arbitrage Opportunity: Chain = [('USDCTRY', 'buy'), ('BEAMXUSDC', 'buy'), ('BEAMXTRY', 'sell')], Profit Ratio = 1.0050
Arbitrage Opportunity: Chain = [('ALTTRY', 'buy'), ('ALTBTC', 'sell'), ('BTCTRY', 'sell')], Profit Ratio = 1.0042
Arbitrage Opportunity: Chain = [('STORJTRY', 'buy'), ('STORJBTC', 'sell'), ('BTCTRY', 'sell')], Profit Ratio = 1.0101
Arbitrage Opportunity: Chain = [('STORJTRY', 'buy'), ('STORJUSDT', 'sell'), ('USDTTRY', 'sell')], Profit Ratio = 1.0101
Arbitrage Opportunity: Chain = [('MBOXTRY', 'buy'), ('MBOXBTC', 'sell'), ('BTCTRY', 'sell')], Profit Ratio = 1.2543
Arbitrage Opportunity: Chain = [('ZKTRY', 'buy'), ('ZKUSDT', 'sell'), ('USDTTRY', 'sell')], Profit Ratio = 1.0034
Arbitrage Opportunity: Chain = [('ZKTRY', 'buy'), ('ZKFDUSD', 'sell'), ('FDUSDTRY', 'sell')], Profit Ratio = 1.0032
Arbitrage Opportunity: Chain = [('BNBTRY', 'buy'), ('SHELLBNB', 'buy'), ('SHELLTRY', 'sell')], Profit Ratio = 1.0061
Arbitrage Opportunity: Chain = [('BNBTRY', 'buy'), ('BANANABNB', 'buy'), ('BANANATRY', 'sell')], Profit Ratio = 1.0058
Arbitrage Opportunity: Chain = [('BNBTRY', 'buy'), ('NEARBNB', 'buy'), ('NEARTRY', 'sell')], Profit Ratio = 1.0035
Arbitrage Opportunity: Chain = [('BNBTRY', 'buy'), ('SBNB', 'buy'), ('STRY', 'sell')], Profit Ratio = 1.0114
Arbitrage Opportunity: Chain = [('BNBTRY', 'buy'), ('LINKBNB', 'buy'), ('LINKTRY', 'sell')], Profit Ratio = 1.0021
Arbitrage Opportunity: Chain = [('BNBTRY', 'buy'), ('PARTIBNB', 'buy'), ('PARTITRY', 'sell')], Profit Ratio = 1.0024
Arbitrage Opportunity: Chain = [('BNBTRY', 'buy'), ('NILBNB', 'buy'), ('NILTRY', 'sell')], Profit Ratio = 1.0127
Arbitrage Opportunity: Chain = [('BNBTRY', 'buy'), ('RAYBNB', 'buy'), ('RAYTRY', 'sell')], Profit Ratio = 1.0027
Arbitrage Opportunity: Chain = [('BNBTRY', 'buy'), ('BERABNB', 'buy'), ('BERATRY', 'sell')], Profit Ratio = 1.0042
Arbitrage Opportunity: Chain = [('BNBTRY', 'buy'), ('GUNBNB', 'buy'), ('GUNTRY', 'sell')], Profit Ratio = 1.0084
Arbitrage Opportunity: Chain = [('BNBTRY', 'buy'), ('AXSBNB', 'buy'), ('AXSTRY', 'sell')], Profit Ratio = 1.0081
Arbitrage Opportunity: Chain = [('BNBTRY', 'buy'), ('CYBERBNB', 'buy'), ('CYBERTRY', 'sell')], Profit Ratio = 1.0044
Arbitrage Opportunity: Chain = [('BNBTRY', 'buy'), ('PENGUBNB', 'buy'), ('PENGUTRY', 'sell')], Profit Ratio = 1.0020
Arbitrage Opportunity: Chain = [('BNBTRY', 'buy'), ('VANABNB', 'buy'), ('VANATRY', 'sell')], Profit Ratio = 1.0040
Arbitrage Opportunity: Chain = [('BNBTRY', 'buy'), ('ANIMEBNB', 'buy'), ('ANIMETRY', 'sell')], Profit Ratio = 1.0054
Arbitrage Opportunity: Chain = [('BNBTRY', 'buy'), ('IOBNB', 'buy'), ('IOTRY', 'sell')], Profit Ratio = 1.0041
Arbitrage Opportunity: Chain = [('BNBTRY', 'buy'), ('BIOBNB', 'buy'), ('BIOTRY', 'sell')], Profit Ratio = 1.0063
Arbitrage Opportunity: Chain = [('BNBTRY', 'buy'), ('SEIBNB', 'buy'), ('SEITRY', 'sell')], Profit Ratio = 1.0020
Arbitrage Opportunity: Chain = [('BNBTRY', 'buy'), ('CHZBNB', 'buy'), ('CHZTRY', 'sell')], Profit Ratio = 1.0041
Arbitrage Opportunity: Chain = [('BNBTRY', 'buy'), ('LISTABNB', 'buy'), ('LISTATRY', 'sell')], Profit Ratio = 1.0070
Arbitrage Opportunity: Chain = [('BNBTRY', 'buy'), ('BBBNB', 'buy'), ('BBTRY', 'sell')], Profit Ratio = 1.0026
Arbitrage Opportunity: Chain = [('BNBTRY', 'buy'), ('POLBNB', 'buy'), ('POLTRY', 'sell')], Profit Ratio = 1.0031
Arbitrage Opportunity: Chain = [('BNBTRY', 'buy'), ('INJBNB', 'buy'), ('INJTRY', 'sell')], Profit Ratio = 1.0065
Arbitrage Opportunity: Chain = [('BNBTRY', 'buy'), ('AIBNB', 'buy'), ('AITRY', 'sell')], Profit Ratio = 1.0172
Arbitrage Opportunity: Chain = [('BNBTRY', 'buy'), ('ENABNB', 'buy'), ('ENATRY', 'sell')], Profit Ratio = 1.0080
Arbitrage Opportunity: Chain = [('RDNTTRY', 'buy'), ('RDNTUSDT', 'sell'), ('USDTTRY', 'sell')], Profit Ratio = 1.0036
Arbitrage Opportunity: Chain = [('RADTRY', 'buy'), ('RADUSDT', 'sell'), ('USDTTRY', 'sell')], Profit Ratio = 1.0035
Arbitrage Opportunity: Chain = [('PHATRY', 'buy'), ('PHABTC', 'sell'), ('BTCTRY', 'sell')], Profit Ratio = 1.0079
Arbitrage Opportunity: Chain = [('VETTRY', 'buy'), ('VETUSDT', 'sell'), ('USDTTRY', 'sell')], Profit Ratio = 1.0041
Arbitrage Opportunity: Chain = [('VETTRY', 'buy'), ('VETETH', 'sell'), ('ETHTRY', 'sell')], Profit Ratio = 1.0040
Arbitrage Opportunity: Chain = [('VETTRY', 'buy'), ('VETBNB', 'sell'), ('BNBTRY', 'sell')], Profit Ratio = 1.0027
Arbitrage Opportunity: Chain = [('DYDXTRY', 'buy'), ('DYDXBTC', 'sell'), ('BTCTRY', 'sell')], Profit Ratio = 1.0096
Arbitrage Opportunity: Chain = [('DYDXTRY', 'buy'), ('DYDXUSDT', 'sell'), ('USDTTRY', 'sell')], Profit Ratio = 1.0106
Arbitrage Opportunity: Chain = [('DYDXTRY', 'buy'), ('DYDXUSDC', 'sell'), ('USDCTRY', 'sell')], Profit Ratio = 1.0103
Arbitrage Opportunity: Chain = [('DYDXTRY', 'buy'), ('DYDXFDUSD', 'sell'), ('FDUSDTRY', 'sell')], Profit Ratio = 1.0100
Arbitrage Opportunity: Chain = [('OMNITRY', 'buy'), ('OMNIUSDT', 'sell'), ('USDTTRY', 'sell')], Profit Ratio = 1.0028
Arbitrage Opportunity: Chain = [('OMNITRY', 'buy'), ('OMNIFDUSD', 'sell'), ('FDUSDTRY', 'sell')], Profit Ratio = 1.0050
Arbitrage Opportunity: Chain = [('EURUSDT', 'sell'), ('TRUMPUSDT', 'buy'), ('TRUMPEUR', 'sell')], Profit Ratio = 1.0028
Arbitrage Opportunity: Chain = [('SHIBEUR', 'buy'), ('SHIBDOGE', 'sell'), ('DOGEEUR', 'sell')], Profit Ratio = 1.0021
Arbitrage Opportunity: Chain = [('BCHEUR', 'buy'), ('BCHUSDT', 'sell'), ('EURUSDT', 'buy')], Profit Ratio = 1.0020
Arbitrage Opportunity: Chain = [('WINEUR', 'buy'), ('WINBNB', 'sell'), ('BNBEUR', 'sell')], Profit Ratio = 1.2125
Arbitrage Opportunity: Chain = [('GMTEUR', 'buy'), ('GMTBTC', 'sell'), ('BTCEUR', 'sell')], Profit Ratio = 1.0051
Arbitrage Opportunity: Chain = [('ATOMEUR', 'buy'), ('ATOMETH', 'sell'), ('ETHEUR', 'sell')], Profit Ratio = 1.0020
Arbitrage Opportunity: Chain = [('BTCEUR', 'buy'), ('DOGEBTC', 'buy'), ('DOGEEUR', 'sell')], Profit Ratio = 1.0036
Arbitrage Opportunity: Chain = [('BTCEUR', 'buy'), ('VETBTC', 'buy'), ('VETEUR', 'sell')], Profit Ratio = 1.0246
Arbitrage Opportunity: Chain = [('ADAEUR', 'buy'), ('ADABTC', 'sell'), ('BTCEUR', 'sell')], Profit Ratio = 1.0027
Arbitrage Opportunity: Chain = [('ADAEUR', 'buy'), ('ADAETH', 'sell'), ('ETHEUR', 'sell')], Profit Ratio = 1.0020
Arbitrage Opportunity: Chain = [('GRTEUR', 'buy'), ('GRTUSDT', 'sell'), ('EURUSDT', 'buy')], Profit Ratio = 1.0024
Arbitrage Opportunity: Chain = [('SEUR', 'buy'), ('SBTC', 'sell'), ('BTCEUR', 'sell')], Profit Ratio = 1.0065
Arbitrage Opportunity: Chain = [('SEUR', 'buy'), ('SUSDC', 'sell'), ('EURUSDC', 'buy')], Profit Ratio = 1.0101
Arbitrage Opportunity: Chain = [('SEUR', 'buy'), ('SUSDT', 'sell'), ('EURUSDT', 'buy')], Profit Ratio = 1.0106
